language,category,exam_type,name,content,plan
Coreen,흉부,Scanner,폐렴,"임상 적응증: 
임상적 맥락에 따라 지정됩니다.
 검사 방법: 
흉부 CT 스캔.
 영상 소견: 
인접한 실질 붕괴와 관련된 적당한 양의 오른쪽 흉수 삼출이 존재합니다.
간 유리 영역과 관련된 공기 기관지 조영술과 합류 장소에서 하엽에 영향을 미치는 폐포 응축의 여러 초점을 보여줍니다.
기흉은 관찰되지 않았습니다.
반대편 또는 심낭 흉막 삼출이 없습니다.
종격동은 심각한 이상을 나타내지 않습니다.
진행성 실질 병변은 확인되지 않았습니다.
종격동 선비대증의 부재.
 결론: 
하엽 감염성 폐렴과 호환되는 CT 외관.",pro
Coreen,복부와 골반,Scanner,콜로스칸,"임상 적응증: 
폐색전증이 의심되는 상황에서 진단 탐색.
 검사 방법: 
동맥 단계에서 요오드화 조영제를 정맥 주사한 후 CT 스캔을 수행했습니다.
 영상 소견: 
하위 분절 가지까지 포함하여 폐동맥 나무 수준에서는 충전 결함이 확인되지 않습니다.
심장의 크기는 정상입니다.
오른쪽 심장 방(RV/LV 비율 < 1)이나 폐동맥 줄기나 가지의 확장이 없습니다.
큰 흉부 혈관은 정상적으로 보입니다.
심낭 삼출의 부재.
기관 및 근위 기관지에 이상이 없습니다.
폐 실질은 특별한 이상을 나타내지 않으며, 특히 폐경색의 징후가 없습니다.
흉막삼출은 발견되지 않았습니다.
횡경막상선종대는 관찰되지 않습니다.
상복부 수준의 탐색은 제한적이며 특별히 전념하지는 않습니다.
분석된 뼈 구조에서는 의심스러운 병변이 보이지 않습니다.
 결론: 
폐색전증을 뒷받침하는 CT 증거가 없습니다.",pro
Coreen,복부와 골반,Scanner,복부골반 스캔 - 주사,"임상 적응증: 
[완료예정]
 검사 방법: 
주로 문맥 단계에서 요오드화 조영제의 정맥 주사 없이 및 후에 수행되는 얇은 단면 재구성을 통한 나선형 획득.
 영상 소견: 
고형 기관:
간: 정상적인 크기와 형태, 균일한 밀도 및 강화. 의심스러운 국소 병변은 확인되지 않았습니다.
비장, 췌장, 부신: 외관은 정상이며 특별한 이상은 없습니다.
신장 및 요로: 신장, 요로 또는 방광에 감지 가능한 이상이 없습니다.
담관 및 혈관:
담관: 간내 또는 간외 확장이 없습니다.
담낭: 치밀한 결석증 없이 정상적인 용적.
혈관: 문맥 시스템과 간 정맥의 투과성. 대동맥과 그 주요 간선의 구경은 정상입니다(비전담 검사 대상).
기타 구조:
노드: 횡경막하, 복막내 또는 후복막 선종대가 없습니다.
충치: 복막 삼출이나 복부 내 수집이 없습니다. 폐렴은 없습니다.
소화관: 구경이나 벽에 이상이 없습니다(소화 준비가 되어 있지 않은 경우에 한함).
후복막 및 골반: 종괴효과 없이 정상적인 모습.
흉부 기저부 및 뼈: 정상적인 흉부 기저부. 의심스럽거나 진행성인 뼈 병변이 없습니다.
 결론: 
복부골반 CT 스캔은 정상이며 감지할 수 있는 이상은 없습니다.",pro
Coreen,복부와 골반,Scanner,복부골반 스캔(장간막 허혈),"임상 적응증: 
장간막 허혈이 의심됩니다.
 검사 방법: 
동맥 혈관 단계 및 문맥 단계에서 요오드화 조영제 주입 후 나선형 획득이 수행되었습니다.
 영상 소견: 
소화관: 구경, 벽, 강화에 이상이 없음.
혈관: 정상적인 구경과 특허의 대동맥. 복강간부, 상장간막동맥, 하장간막동맥 및 이들의 소화 가지는 투과성이 있습니다. 도어 시스템도 투과성이 있습니다.
충치: 복막 삼출 및 기복막이 없습니다.
게다가:
[XXX]
 결론: 
장간막 허혈의 방사선학적 징후가 없습니다.",pro
Coreen,복부와 골반,Scanner,급성 장폐색,"임상 적응증: 
[완료예정]
 검사 방법: 
[완료예정]
 영상 소견: 
표시된 전이 수준의 상류 위치에서 구경이 3~3.5 cm인 소장의 팽창으로, 국소적인 벽이 두꺼워지는 것과 관련된 갑작스러운 ""부리"" 정지에 해당합니다.
편평한 결장. 마지막 소장 루프는 회맹부 접합부에 이상이 없이 정상적인 모습을 나타냅니다.
수집되지 않은 약간의 복강 내 체액 삼출이 존재합니다.
간은 정상적인 크기, 규칙적인 윤곽, 균일한 저밀도 밀도를 갖고 있습니다.
미세한 간내 및 간외 담관.
정상적인 크기의 췌장, 규칙적인 윤곽, 균일한 밀도.
 결론: 
외관 CT는 심각한 증상 없이 소장의 급성 기계적 장 폐쇄와 양립 가능합니다.",pro
Coreen,복부와 골반,Scanner,대장 폐쇄 학사,"임상 적응증: 
[완료예정]
 검사 방법: 
조영제 정맥 주사 유무에 관계없이 간 돔에서 골반까지 64 × 0.625 mm의 나선형 획득.
 영상 소견: 
결장 및 소장:
오른쪽 결장과 횡행 결장 사이의 구경 차이가 있는 오른쪽 결장의 상당한 팽창(6–7 cm 구경).
오른쪽 산통 각도의 원주 협착성 정수리 비후, 약 7 cm 길이.
소장의 적당한 팽창.
협착증 상류에 상당한 흉골 정체가 존재합니다.
복막강:
복수가 적습니다.
복부 기관:
간: 정상적인 크기, 규칙적인 윤곽, 균일한 밀도.
담관: VBIH 얇고 총담관 투과성(8 mm).
비장: 정상적인 크기와 밀도, 규칙적인 윤곽.
췌장: 정상 크기, 규칙적인 윤곽, 균일한 밀도.
신장: 정상 크기(10 cm), 균질한 실질, 미세한 배설 경로가 있고 결석이 없습니다.
선박:
대동맥: 죽종성, 부분적으로 석회화되었으나 특허가 있음.
상장간막동맥: 침윤되고, 근위부에 여러 개의 플라크가 있는 죽종성이며, 심각한 협착이 없으며, 원위부까지 개방됩니다.
상장간막 정맥: 특허.
 결론: 
7 cm 이상으로 확장되는 오른쪽 결장 각도의 원주 협착성 정수리 비후는 오른쪽 결장의 상당한 팽창과 주요 흉막 정체를 담당합니다. 관련된 낮은 풍부도의 복수. 이러한 요소는 직각에서 종양 기원 가능성이 있는 결장 폐쇄를 암시합니다.",pro
Coreen,복부와 골반,Scanner,급성 맹장염,"임상 적응증: 
[완료예정]
 검사 방법: 
[완료예정]
 영상 소견: 
국소 지방 침윤과 관련하여 구경이 약 15 mm인 부풀어 오른 내부 측맹장 맹장.
최소의 맹장주위 복강내 삼출.
정상적인 모습의 마지막 우박 만.
간의 크기는 정상이고 윤곽은 규칙적이며 밀도는 균일합니다.
미세한 간내 및 간외 담관.
정상적인 크기의 비장, 규칙적인 윤곽, 균일한 밀도.
정상적인 크기의 췌장, 규칙적인 윤곽, 균일한 밀도.
CT 스캔에서 신장은 정상적인 것으로 보이며 미세한 배설 경로가 있습니다.
더글러스 막다른 골목에는 유출이 없습니다.
 결론: 
외관 CT 급성 충수염에 적합합니다.",pro
Coreen,신장,Scanner,CT 요로조영술 주입됨,"임상 적응증: 
[완료예정]
 검사 방법: 
조영제(동맥, 문맥 및 후기) 정맥 주사 후 요로와 복부골반 수준의 용적 및 나선형 획득.
대비가 있는 탐색을 위한 축 단면 1.2 mm 두께.
 영상 소견: 
신장 및 요로:
오른쪽 및 왼쪽 신장: 정상적인 크기와 윤곽, 피질의 두께가 보존됨, 동맥 및 정맥 단계에서 양호한 실질 혼탁.
결석: 신장이나 배설강에 요로 결석이 발견되지 않습니다.
확장: 신우 국소 확장이 없습니다.
형태학적 기능: 조영제 주입 후 정상적인 분비 및 배설.
신장 혈관: 특허 신장 동맥 및 정맥.
말초지방: 정상.
방광: 용량은 정상이고 벽이 얇으며 내용물이 균질하고 정수리 병변이 없습니다.
기타 기관 및 구조:
간: 정상적인 크기와 윤곽, 균일한 밀도, 국소 병변 없음.
담관 및 담낭: 담낭은 팽창되지 않음, 영양결핍성, 간내 및 간외 담관은 확장되지 않음, 간문맥 및 간상 정맥은 정상 구경입니다.
췌장 및 비장: 정상 크기, 규칙적인 윤곽, 균질한 밀도, 이상 없음.
부신: 정상.
노드: 심부선종대가 없습니다.
삼출: 복강 내 삼출은 없습니다.
뼈: 의심스럽거나 진행성 병변이 없습니다.
 결론: 
 CT 요로조영술 정상적인 복부골반. 신장, 요로 및 복부골반 기관의 형태학적 완전성을 검사합니다.",pro
Coreen,신장,Scanner,암석 지도 제작,"임상 적응증: 
[완료예정]
 검사 방법: 
조영제 주입 없이 복부골반 중심의 나선형 획득.
오른쪽:
오른쪽 신장은 제자리에 있고, 크기는 정상이고, 윤곽이 규칙적이며, 자연 대조에서 병변이 발견되지 않습니다.
배설강의 확장이 없습니다.
계산 이미지가 없습니다.
신장 주위 지방의 완전성.
왼쪽:
왼쪽 신장은 제자리에 있고, 크기는 정상이고, 윤곽이 규칙적이며, 자연 대조에서 병변이 발견되지 않습니다.
배설강의 확장이 없습니다.
계산 이미지가 없습니다.
신장 주위 지방의 완전성.
방광은 반충실 상태이고, 벽이 얇고, 결석증의 이미지 없이 균일한 체액 함량을 가지고 있습니다.
게다가:
간, 비장, 췌장 및 부신은 자발적인 대조에서 CT 정상으로 보입니다.
담낭은 팽창되지 않았으며 체액 함량은 균일했습니다.
복막 내 또는 후 복막 삼출이 없습니다.
진행성 뼈 병변이 없습니다.
 결론: 
 CT 복부에는 특별한 이상이 없습니다.",pro
Coreen,근골격계,Scanner,어깨 스캔,"임상 적응증: 
[완료예정]
 검사 방법: 
단순 스캐너: 어깨의 나선형 획득(조영제 주입 없음).
관절-CT 스캔: 희석된 조영제 8 ml를 주입하여 전방 접근 방식을 통해 왼쪽 어깨에 구멍을 낸 후 나선형 획득 및 다면 재구성(MPR)을 수행합니다.
 영상 소견: 
뼈와 관절 구조:
올바른 뼈 정렬; 견갑골 또는 견봉쇄골 탈구가 없습니다.
뼈, 특히 근위 상완골의 골절이나 국소 이상이 없습니다.
심각한 퇴행성 변화의 부재; 상완골두는 구형이고 관절와의 중앙에 위치한다.
자발적인 관절내 삼출이 없습니다(지방관절증이 없음).
힘줄 및 근육 구조(관절 스캐너):
정상 용량의 관절강.
회전근개: 견갑하근 힘줄은 손상되지 않았으며 분리되지 않았습니다.
이두근의 긴 힘줄: 이두박근 홈에 잘 위치하며 대비로 잘 시각화됩니다.
견봉하 공간이 보존되어 꼬집음 현상이 없습니다.
견봉하 삼각근 윤활낭(BSAD)이 불투명하지 않아 관절과의 소통이 없음을 나타냅니다(완전한 힘줄 파열 없음).
근육: 영양이 보존되고 지방 변성이 없습니다.
 결론: 
단순 스캔: 급성 외상후 이상이 없음.
왼쪽 어깨 관절 CT 스캔: 눈에 띄는 이상은 없습니다.",pro
Coreen,근골격계,Scanner,골반 스캔,"임상 적응증: 
임상적 맥락에 따라 지정됩니다.
 검사 방법: 
조영제 주입 없이 나선형 획득이 수행되었습니다.
 영상 소견: 
뼈 구조의 정상적인 정렬 및 해부학적 관계 존중.
골절이나 급성 외상후 손상이 없습니다.
정상적인 뼈 광물화.
연약한 근육 및 피하 부위에 이상은 없습니다.
전담 검사가 아닌 경우 복부 내 골반 기형이 없습니다.
 결론: 
이상 징후가 발견되지 않은 골반 스캔.",pro
Coreen,근골격계,Scanner,팔꿈치 스캔,"임상 적응증: 
초기 외상후 평가.

 검사 방법: 
요오드화 조영제 주입 없이 나선형 획득. 뼈 및 연조직 필터의 다면 재구성(MPR).

 영상 소견: 
뼈 구조: 검사된 모든 뼈 구조의 무결성이 보존되었습니다. 골절선의 부재, 압박 또는 의심되는 병변.

관절 관계: 관절 표면의 완벽한 정렬. 탈구 또는 아탈구가 없습니다.

관절 공간: 유지되는 관절 공간의 너비입니다. 관절내 삼출(관절증) 또는 관절내 이물질이 없습니다.

뼈 구조: 연령에 따른 정상적인 뼈 광물화.

부드러운 부분: 관절 주위 근육 및 지방층의 모양을 존중합니다. 심각한 혈종이 없습니다.

 결론: 
정상 스캔: 현재는 외상성 뼈나 관절 병변이 발견되지 않습니다.",pro
Coreen,신체 스캐너,Scanner,"바디스캐너(다중외상, 주사)","임상 적응증: 
임상적 맥락에 따라 지정됩니다.
 검사 방법: 
조영제를 주입한 CT 스캔.
 영상 소견: 
두뇌 수준:
[명시할 위치]의 경막외 혈종, 두께 7 mm.
왼쪽 경막하 혈종, 최대 두께 5 mm.
가장 큰 크기가 16 x 11 mm인 양측 기저전두 타박상의 병소이며, 손상성 및 출혈성 구성요소가 있습니다.
[지정값] mm의 중심선이 왼쪽으로 벗어나 있습니다.
중간 지주막하 출혈.
골절:
코 뼈를 깨끗이 합니다.
안와내관을 포함한 안와의 바닥.
궤도의 측면 및 내측 벽.
함몰된 전두골은 3 mm로 추정됩니다.
동측 추체뼈쪽으로 세로 미로 골절이 있는 왼쪽 측두골.
상악동의 벽.
자궁 경부 수준:
C1 - C2 조인트의 무결성.
후벽의 퇴행이 없습니다.
척추 붕괴가 감지되지 않습니다.
흉부 수준:
중간 정도의 왼쪽 기흉.
목까지 이어지는 전 흉벽의 기종격동 및 피하 폐기종.
왼쪽 후-기저부 실질 응축, 폐 타박상의 초점과 양립 가능.
갈비뼈 골절:
첫 번째 왼쪽 갈비뼈, 앞쪽 아치가 옮겨졌습니다.
두 번째 왼쪽 갈비뼈, 가운데 아치는 옮겨지지 않았습니다.
왼쪽 네 번째 갈비뼈, 가운데 아치는 옮겨지지 않았습니다.
첫 번째 오른쪽 갈비뼈, 앞쪽 아치.
두 번째에서 다섯 번째 갈비뼈는 직선이고 앞쪽 아치는 옮겨지지 않았습니다.
흉추 골절이 없고 척추 정렬이 정확합니다.
복부 수준:
간, 비장, 췌장 및 신장: 외상 후 이상이 없습니다.
복막 삼출이 없습니다.
척추 골절이 없습니다.
 결론: 
경막외 및 경막하 혈종, 기저부 타박상, 지주막하 출혈 및 안면 골절을 포함한 다발성 두부 손상.
흉부 외상: 좌측 기흉, 기종격동, 피하 폐기종, 폐 타박상 및 다발성 갈비뼈 골절.
척추 병변이나 주요 내장 손상이 없는 경추 및 복부 수준.",pro
Coreen,신체 스캐너,Scanner,"바디스캐너(다발외상, 주사하지 않음)","임상 적응증: 
임상적 맥락에 따라 지정됩니다.
 검사 방법: 
조영제 주입 없이 CT 획득.
 영상 소견: 
분석은 조영제 주입이 없기 때문에 제한됩니다.
해골:
최근 두개내 출혈이 없습니다.
국소적 이상은 없고 밀도가 정상인 뇌 실질.
심실 이상이나 뇌 주위 체액 공간이 없습니다.
질량 효과, 정중선 이탈 또는 대뇌 참여가 없습니다.
두개골은 손상되지 않았으며 골절이나 기압 이상은 없었습니다.
정상적인 두개내 연부부.
경추:
척추체의 정상적인 정렬.
골절이나 척추 붕괴가 없습니다.
퇴행성 변화의 존재.
정상적인 경추의 부드러운 부분, 특히 척추 전 부분.
흉부 및 종격동 수준:
무료 기관지 나무.
심각한 실질 병변이나 폐 타박상은 없습니다.
흉막삼출이나 기흉이 없습니다.
이상이 없는 종격동(혈종격동 또는 기종격동 없음).
심장 및 큰 혈관은 눈에 띄지 않습니다(대비가 없는 경우).
심낭 삼출 없음.
등뼈, 갈비뼈, 흉골 또는 어깨 띠의 골절이 없습니다.
복부골반 수준:
간, 비장 또는 신장에 명백한 외상 후 손상이 없습니다(기술 관련 제한).
복막삼출이나 기복막의 부재.
췌장, 담낭, 담관, 부신, 요로 및 방광에 심각한 이상은 없습니다.
정상적인 구경과 벽의 소화관.
의심스러운 침윤이 없는 후복막 및 장간막 뿌리.
요추, 골반대 또는 근위 대퇴골의 골절이 없습니다.
 결론: 
대조 제품이 없는 경우 기술의 민감도가 낮은 부정적인 외상후 손상 평가.",pro
